product_name,brands,categories,countries,ingredients_text,nutriments,scraped_at
Irish Organic Jumbo Oats,Flahavan's,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Seeds, Cereals and their products, Breakfast cereals, Cereal grains, Flakes, Cereal flakes, Rolled flakes, Rolled oats, Oat",Royaume-Uni,100% Organic Wholegrain Rolled Oats,"{'carbohydrates': 26, 'carbohydrates_100g': 65, 'carbohydrates_serving': 26, 'carbohydrates_unit': 'g', 'carbohydrates_value': 26, 'energy': 619, 'energy-kcal': 148, 'energy-kcal_100g': 370, 'energy-kcal_serving': 148, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 148, 'energy-kcal_value_computed': 149.3, 'energy_100g': 1550, 'energy_serving': 619, 'energy_unit': 'kcal', 'energy_value': 148, 'fat': 2.3, 'fat_100g': 5.75, 'fat_serving': 2.3, 'fat_unit': 'g', 'fat_value': 2.3, 'fiber': 3.3, 'fiber_100g': 8.25, 'fiber_serving': 3.3, 'fiber_unit': 'g', 'fiber_value': 3.3, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'iron': 0.0014, 'iron_100g': 0.0035, 'iron_serving': 0.0014, 'iron_unit': 'g', 'iron_value': 0.0014, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': -7, 'nutrition-score-fr_100g': -7, 'proteins': 4.5, 'proteins_100g': 11.2, 'proteins_serving': 4.5, 'proteins_unit': 'g', 'proteins_value': 4.5, 'salt': 0.005, 'salt_100g': 0.0125, 'salt_serving': 0.005, 'salt_unit': 'g', 'salt_value': 0.005, 'saturated-fat': 0.4, 'saturated-fat_100g': 1, 'saturated-fat_serving': 0.4, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.4, 'sodium': 0.002, 'sodium_100g': 0.005, 'sodium_serving': 0.002, 'sodium_unit': 'g', 'sodium_value': 0.002, 'sugars': 0.4, 'sugars_100g': 1, 'sugars_serving': 0.4, 'sugars_unit': 'g', 'sugars_value': 0.4, 'vitamin-b1': 0.00014, 'vitamin-b1_100g': 0.00035, 'vitamin-b1_serving': 0.00014, 'vitamin-b1_unit': 'g', 'vitamin-b1_value': 0.00014}",2025-11-27 17:58:31
Lait sans lactose,Jaouda,"Produits laitiers, Laits, Laits homogénéisés, Laits UHT, Laits sans lactose",Morocco,"Lait entier sans lactose, vitamines: A, D,","{'carbohydrates': 4.7, 'carbohydrates_100g': 4.7, 'carbohydrates_unit': 'g', 'carbohydrates_value': 4.7, 'energy': 243, 'energy-kcal': 58, 'energy-kcal_100g': 58, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 58, 'energy-kcal_value_computed': 57.8, 'energy_100g': 243, 'energy_unit': 'kcal', 'energy_value': 58, 'fat': 3, 'fat_100g': 3, 'fat_unit': 'g', 'fat_value': 3, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'proteins': 3, 'proteins_100g': 3, 'proteins_unit': 'g', 'proteins_value': 3, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 1.3, 'saturated-fat_100g': 1.3, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1.3, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0}",2025-11-27 17:58:31
,,Boisson à l'eau minérale aromatisée non sucrée sans édulcorant,en:Morocco,,{},2025-11-27 17:58:31
Multivitamin Capri-Sun,Capri-Sun,"plant-based-foods-and-beverages, beverages, plant-based-beverages, fruit-based-beverages, sweetened-beverages, aliments-et-boissons-à-base-de-végétaux, fr:boissons, fr:boissons-aux-fruits, boissons-avec-sucre-ajouté, boissons-à-base-de-végétaux","France, Belgique, Suisse, en:belgium","Eau de source, jus de fruits à base de concentre 12% (citron 4,6% orange 4.5%, pomme 1.6%, ananas 0.6%, banane 0.4%, Kiwi 0.2%, fruit de la passion 0.1%), sucre, arôme naturel vitamines (C,B3,E,B6,B1,Biotine, antioxydant (acide ascorbique).","{'biotin': 7.5e-06, 'biotin_100g': 7.5e-06, 'biotin_serving': 7.5e-06, 'biotin_unit': 'g', 'biotin_value': 7.5e-06, 'carbohydrates': 7.3, 'carbohydrates_100g': 7.3, 'carbohydrates_serving': 7.3, 'carbohydrates_unit': 'g', 'carbohydrates_value': 7.3, 'carbon-footprint-from-known-ingredients_100g': 3.6, 'carbon-footprint-from-known-ingredients_product': 7.2, 'carbon-footprint-from-known-ingredients_serving': 3.6, 'energy': 130, 'energy-kcal': 31, 'energy-kcal_100g': 31, 'energy-kcal_serving': 31, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 31, 'energy-kcal_value_computed': 29.2, 'energy-kj': 130, 'energy-kj_100g': 130, 'energy-kj_serving': 130, 'energy-kj_unit': 'kJ', 'energy-kj_value': 130, 'energy-kj_value_computed': 124.1, 'energy_100g': 130, 'energy_serving': 130, 'energy_unit': 'kJ', 'energy_value': 130, 'fat': 0, 'fat_100g': 0, 'fat_serving': 0, 'fat_unit': 'g', 'fat_value': 0, 'fiber': 0, 'fiber_100g': 0, 'fiber_serving': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 4.7027027027027, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 4.7027027027027, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 4.7027027027027, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 4.7027027027027, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 8, 'nutrition-score-fr_100g': 8, 'proteins': 0, 'proteins_100g': 0, 'proteins_serving': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0, 'salt_100g': 0, 'salt_serving': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_serving': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_serving': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 7.3, 'sugars_100g': 7.3, 'sugars_serving': 7.3, 'sugars_unit': 'g', 'sugars_value': 7.3, 'vitamin-b1': 0.00017, 'vitamin-b1_100g': 0.00017, 'vitamin-b1_serving': 0.00017, 'vitamin-b1_unit': 'g', 'vitamin-b1_value': 0.00017, 'vitamin-b6': 0.00021, 'vitamin-b6_100g': 0.00021, 'vitamin-b6_serving': 0.00021, 'vitamin-b6_unit': 'g', 'vitamin-b6_value': 0.00021, 'vitamin-c': 0.012, 'vitamin-c_100g': 0.012, 'vitamin-c_serving': 0.012, 'vitamin-c_unit': 'g', 'vitamin-c_value': 0.012, 'vitamin-e': 0.0018, 'vitamin-e_100g': 0.0018, 'vitamin-e_serving': 0.0018, 'vitamin-e_unit': 'g', 'vitamin-e_value': 0.0018, 'vitamin-pp': 0.0024, 'vitamin-pp_100g': 0.0024, 'vitamin-pp_serving': 0.0024, 'vitamin-pp_unit': 'g', 'vitamin-pp_value': 0.0024}",2025-11-27 17:58:31
Poms 2,,"Plant-based foods and beverages, Beverages, Plant-based beverages, Carbonated drinks, Fruit-based beverages, Sodas, Sweetened beverages, en:artificially-sweetened-beverages","France, en:morocco","apple bengha drink , contains sugars and sweeteners, ingredients: carbonated water, sugar, apple juice, acidified: e330, flavor, colored: 150dp muar container:e202,e211: sweeteners: e955, e950packed by (u) see the rum on the bottle and the corresponding packed company address shown below, under the license of the company kakla, the owner of the registered trademark boms 2017 ©,  is kept in the extension of the date of production: (p), the share number and preferably consumption before the end of:  (e) see top delivered by gas beverage company wsbs-llc, marakish road, kalam 12, p,o,box, 135 agadir,14 soft drinks company for south llc,eternal, eternal retail, region: aut,s/onssa nº: bg, 19,7,13, islyd 0 company designated atlas llc,m,industrial district, algiers road, oujda,45,01,13 ,bga:, aut,s/onssa n°: bg, 7,7,14,(s lalyljliglyial moyofi, technopol mohammed v airport m,  r nawaser aldar a food blame per 250 ml l: sugar fat salt co, apma fatty acids sh ref 43 mg 24g 07","{'carbohydrates': 69, 'carbohydrates_100g': 69, 'carbohydrates_unit': 'g', 'carbohydrates_value': 69, 'energy': 1130, 'energy-kcal': 270, 'energy-kcal_100g': 270, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 270, 'energy-kcal_value_computed': 276, 'energy_100g': 1130, 'energy_unit': 'kcal', 'energy_value': 270, 'fat': 0, 'fat_100g': 0, 'fat_unit': 'g', 'fat_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 1.52994791666667, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 1.52994791666667, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 1.52994791666667, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 1.52994791666667, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 24, 'nutrition-score-fr_100g': 24, 'proteins': 0, 'proteins_100g': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 63, 'sugars_100g': 63, 'sugars_unit': 'g', 'sugars_value': 63}",2025-11-27 17:58:31
PET 1.25L FUZE TEA PECHE,Fuze Tea,"Boissons, Boissons édulcorées, Boissons sans alcool, Boissons au thé, Thés glacés, Thés glacés saveur pêche, Boissons avec sucre ajouté",France,"Eau, sucre, jus de pêche à base de concentré (1%), acidifiants : acide citrique, citrate de sodium, acide malique, extraits de thé (0,12 %), arômes naturels de pêche et thé avec autres arômes naturels, antioxydant : acide ascorbique, édulcorant : glycosides de stéviol.","{'alcohol': 0, 'alcohol_100g': 0, 'alcohol_serving': 0, 'alcohol_unit': '% vol', 'alcohol_value': 0, 'carbohydrates': 4.3, 'carbohydrates_100g': 4.3, 'carbohydrates_serving': 10.8, 'carbohydrates_unit': 'g', 'carbohydrates_value': 4.3, 'carbon-footprint-from-known-ingredients_100g': 4.36, 'carbon-footprint-from-known-ingredients_product': 54.5, 'carbon-footprint-from-known-ingredients_serving': 10.9, 'energy': 80, 'energy-kcal': 19, 'energy-kcal_100g': 19, 'energy-kcal_serving': 47.5, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 19, 'energy-kcal_value_computed': 17.2, 'energy-kj': 80, 'energy-kj_100g': 80, 'energy-kj_serving': 200, 'energy-kj_unit': 'kJ', 'energy-kj_value': 80, 'energy-kj_value_computed': 73.1, 'energy_100g': 80, 'energy_serving': 200, 'energy_unit': 'kJ', 'energy_value': 80, 'fat': 0, 'fat_100g': 0, 'fat_serving': 0, 'fat_unit': 'g', 'fat_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 1, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 1, 'fruits-vegetables-nuts-estimate': 1, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 1, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 1, 'fruits-vegetables-nuts-estimate_100g': 1, 'fruits-vegetables-nuts-estimate_label': '0', 'fruits-vegetables-nuts-estimate_serving': 1, 'fruits-vegetables-nuts-estimate_unit': 'g', 'fruits-vegetables-nuts-estimate_value': 1, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 8, 'nutrition-score-fr_100g': 8, 'proteins': 0, 'proteins_100g': 0, 'proteins_serving': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0.025, 'salt_100g': 0.025, 'salt_serving': 0.0625, 'salt_unit': 'g', 'salt_value': 0.025, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_serving': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0.01, 'sodium_100g': 0.01, 'sodium_serving': 0.025, 'sodium_unit': 'g', 'sodium_value': 0.01, 'sugars': 4.3, 'sugars_100g': 4.3, 'sugars_serving': 10.8, 'sugars_unit': 'g', 'sugars_value': 4.3}",2025-11-27 17:58:31
Classic,V.I.P,"Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Plant-based foods, Coffees, Sweetened beverages, en:instant-coffees",Morocco,Café soluble 100%,"{'carbohydrates': 0.3, 'carbohydrates_100g': 0.3, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0.3, 'energy': 4, 'energy-kcal': 1, 'energy-kcal_100g': 1, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 1, 'energy-kcal_value_computed': 2, 'energy_100g': 4, 'energy_unit': 'kcal', 'energy_value': 1, 'fat': 0, 'fat_100g': 0, 'fat_unit': 'g', 'fat_value': 0, 'fiber': 0, 'fiber_100g': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'proteins': 0.2, 'proteins_100g': 0.2, 'proteins_unit': 'g', 'proteins_value': 0.2, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0}",2025-11-27 17:58:31
Raw kimchi,Vadasz,"Plant-based foods and beverages, Plant-based foods, Fermented foods, Fruits and vegetables based foods, Vegetables based foods, Fermented vegetables, Kimchi",en:gb,"Chinese Leaf Cabbage, Carrots, Spring Onion, Sea Salt, Chilli Powder, Ginger, Garlic.","{'carbohydrates': 1, 'carbohydrates_100g': 1, 'carbohydrates_serving': 1, 'carbohydrates_unit': 'g', 'carbohydrates_value': 1, 'energy': 63, 'energy-kcal': 15, 'energy-kcal_100g': 15, 'energy-kcal_serving': 15, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 15, 'energy-kcal_value_computed': 15.6, 'energy_100g': 63, 'energy_serving': 63, 'energy_unit': 'kcal', 'energy_value': 15, 'fat': 0.4, 'fat_100g': 0.4, 'fat_serving': 0.4, 'fat_unit': 'g', 'fat_value': 0.4, 'fiber': 1.8, 'fiber_100g': 1.8, 'fiber_serving': 1.8, 'fiber_unit': 'g', 'fiber_value': 1.8, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 90.625, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 90.625, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 90.625, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 90.625, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'proteins': 1.1, 'proteins_100g': 1.1, 'proteins_serving': 1.1, 'proteins_unit': 'g', 'proteins_value': 1.1, 'salt': 2.065, 'salt_100g': 2.065, 'salt_serving': 2.06, 'salt_unit': 'g', 'salt_value': 2.065, 'saturated-fat': 0.1, 'saturated-fat_100g': 0.1, 'saturated-fat_serving': 0.1, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.1, 'sodium': 0.826, 'sodium_100g': 0.826, 'sodium_serving': 0.826, 'sodium_unit': 'g', 'sodium_value': 0.826}",2025-11-27 17:58:31
Sour Cream & Onion®,"Pringles, Pringles - Kellogg","plant-based-foods-and-beverages, plant-based-foods, snacks, cereals-and-potatoes, salty-snacks, appetizers, chips-and-fries, crisps, potato-crisps, da:crackers","France, Germany, Spain, Switzerland, United Kingdom, en:austria","Kartoffelpüreepulver, Sonnenblumenöl, Weizenmehl, Maismehl, Reismehl, Sauerrahm-Zwiebel-Würzmischung (Zwiebelpulver, Weizenstärke, Maltodextrin), Mononatriumglutamat, Dinatriumguanylat, Dinatriuminosinat, Dextrose, Sonnenblumenöl, Speisesalz, Aromen (Milch), Zucker, Sauerrahmpulver (Milch), Modifizierte Maisstärke, Süßmolkenpulver (Milch), Glucosesirup, Säuerungsmittel, Citronensäure, Milchsäure, Äpfelsäure, Milcheiweiß, Maltodextrin, Emulgator (E471), Salz, Farbstof (Annato, Norbixin)","{'carbohydrates': 56, 'carbohydrates_100g': 56, 'carbohydrates_serving': 16.8, 'carbohydrates_unit': 'g', 'carbohydrates_value': 56, 'energy': 2163, 'energy-kcal': 517, 'energy-kcal_100g': 517, 'energy-kcal_serving': 155, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 517, 'energy-kcal_value_computed': 517.2, 'energy-kj': 2163, 'energy-kj_100g': 2163, 'energy-kj_serving': 649, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2163, 'energy-kj_value_computed': 2160.1, 'energy_100g': 2163, 'energy_serving': 649, 'energy_unit': 'kJ', 'energy_value': 2163, 'fat': 29, 'fat_100g': 29, 'fat_serving': 8.7, 'fat_unit': 'g', 'fat_value': 29, 'fiber': 3.5, 'fiber_100g': 3.5, 'fiber_serving': 1.05, 'fiber_unit': 'g', 'fiber_value': 3.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 12, 'nutrition-score-fr_100g': 12, 'proteins': 6.3, 'proteins_100g': 6.3, 'proteins_serving': 1.89, 'proteins_unit': 'g', 'proteins_value': 6.3, 'salt': 1.2, 'salt_100g': 1.2, 'salt_serving': 0.36, 'salt_unit': 'g', 'salt_value': 1.2, 'saturated-fat': 2.9, 'saturated-fat_100g': 2.9, 'saturated-fat_serving': 0.87, 'saturated-fat_unit': 'g', 'saturated-fat_value': 2.9, 'sodium': 0.48, 'sodium_100g': 0.48, 'sodium_serving': 0.144, 'sodium_unit': 'g', 'sodium_value': 0.48, 'sugars': 2.1, 'sugars_100g': 2.1, 'sugars_serving': 0.63, 'sugars_unit': 'g', 'sugars_value': 2.1}",2025-11-27 17:58:31
Smooth Peanut Butter,meridian,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Nuts and their products, Plant-based spreads, Oilseed purees, Legume butters, Nut butters, Peanut butters","France,Ireland,United Kingdom",Roasted Peanuts (100%).,"{'added-sugars': 0, 'added-sugars_100g': 0, 'added-sugars_serving': 0, 'added-sugars_unit': 'g', 'added-sugars_value': 0, 'caffeine': 0, 'caffeine_100g': 0, 'caffeine_serving': 0, 'caffeine_unit': 'mg', 'caffeine_value': 0, 'carbohydrates': 16, 'carbohydrates_100g': 16, 'carbohydrates_serving': 2.4, 'carbohydrates_unit': 'g', 'carbohydrates_value': 16, 'choline': 0, 'choline_100g': 0, 'choline_serving': 0, 'choline_unit': 'mg', 'choline_value': 0, 'copper': 0, 'copper_100g': 0, 'copper_serving': 0, 'copper_unit': 'mg', 'copper_value': 0, 'energy': 2548, 'energy-kcal': 609, 'energy-kcal_100g': 609, 'energy-kcal_serving': 91.3, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 609, 'energy-kcal_value_computed': 607.2, 'energy_100g': 2548, 'energy_serving': 382, 'energy_unit': 'kcal', 'energy_value': 609, 'fat': 47, 'fat_100g': 47, 'fat_serving': 7.05, 'fat_unit': 'g', 'fat_value': 47, 'fiber': 8.1, 'fiber_100g': 8.1, 'fiber_serving': 1.22, 'fiber_unit': 'g', 'fiber_value': 8.1, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 100, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 100, 'iron': 0, 'iron_100g': 0, 'iron_serving': 0, 'iron_unit': 'mg', 'iron_value': 0, 'magnesium': 0, 'magnesium_100g': 0, 'magnesium_serving': 0, 'magnesium_unit': 'mg', 'magnesium_value': 0, 'manganese': 0, 'manganese_100g': 0, 'manganese_serving': 0, 'manganese_unit': 'mg', 'manganese_value': 0, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': -9, 'nutrition-score-fr_100g': -9, 'phosphorus': 0, 'phosphorus_100g': 0, 'phosphorus_serving': 0, 'phosphorus_unit': 'mg', 'phosphorus_value': 0, 'proteins': 26, 'proteins_100g': 26, 'proteins_serving': 3.9, 'proteins_unit': 'g', 'proteins_value': 26, 'salt': 0.02, 'salt_100g': 0.02, 'salt_serving': 0.003, 'salt_unit': 'g', 'salt_value': 0.02, 'saturated-fat': 6.3, 'saturated-fat_100g': 6.3, 'saturated-fat_serving': 0.945, 'saturated-fat_unit': 'g', 'saturated-fat_value': 6.3, 'selenium': 0, 'selenium_100g': 0, 'selenium_serving': 0, 'selenium_unit': 'mcg', 'selenium_value': 0, 'sodium': 0.008, 'sodium_100g': 0.008, 'sodium_serving': 0.0012, 'sodium_unit': 'g', 'sodium_value': 0.008, 'starch': 0, 'starch_100g': 0, 'starch_serving': 0, 'starch_unit': 'g', 'starch_value': 0, 'sugars': 5.3, 'sugars_100g': 5.3, 'sugars_serving': 0.795, 'sugars_unit': 'g', 'sugars_value': 5.3, 'vitamin-a': 0, 'vitamin-a_100g': 0, 'vitamin-a_serving': 0, 'vitamin-a_unit': 'mcg', 'vitamin-a_value': 0, 'vitamin-b1': 0, 'vitamin-b12': 0, 'vitamin-b12_100g': 0, 'vitamin-b12_serving': 0, 'vitamin-b12_unit': 'mcg', 'vitamin-b12_value': 0, 'vitamin-b1_100g': 0, 'vitamin-b1_serving': 0, 'vitamin-b1_unit': 'mg', 'vitamin-b1_value': 0, 'vitamin-b2': 0, 'vitamin-b2_100g': 0, 'vitamin-b2_serving': 0, 'vitamin-b2_unit': 'mg', 'vitamin-b2_value': 0, 'vitamin-b6': 0, 'vitamin-b6_100g': 0, 'vitamin-b6_serving': 0, 'vitamin-b6_unit': 'mg', 'vitamin-b6_value': 0, 'vitamin-b9': 0, 'vitamin-b9_100g': 0, 'vitamin-b9_serving': 0, 'vitamin-b9_unit': 'mcg', 'vitamin-b9_value': 0, 'vitamin-c': 0, 'vitamin-c_100g': 0, 'vitamin-c_serving': 0, 'vitamin-c_unit': 'mg', 'vitamin-c_value': 0, 'vitamin-e': 0, 'vitamin-e_100g': 0, 'vitamin-e_serving': 0, 'vitamin-e_unit': 'mg', 'vitamin-e_value': 0, 'vitamin-k': 0, 'vitamin-k_100g': 0, 'vitamin-k_serving': 0, 'vitamin-k_unit': 'mcg', 'vitamin-k_value': 0, 'zinc': 0, 'zinc_100g': 0, 'zinc_serving': 0, 'zinc_unit': 'mg', 'zinc_value': 0}",2025-11-27 17:58:31
